location,bhk,areawithtype,area,built_up_area,transaction,status,floornum,totalfloor,furnishing,facing,price_per_sqft,price,latitude,longitude
bopal/ghuma/shilaj/ambli,2,Carpet Area,825,908,New Property,Under Construction,7,14,Unfurnished,East,4667,0.7,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,987,1086,New Property,Under Construction,5,14,Unfurnished,West,4100,0.74,23.02353855,72.47052697610516
shela,3,Super Area,1750,1750,New Property,Under Construction,7,14,Unfurnished,East,4057,0.71,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,3,Carpet Area,1738,1912,New Property,Under Construction,7,13,Unfurnished,East,4084,0.71,23.02353855,72.47052697610516
shela,3,Carpet Area,875,963,New Property,Under Construction,6,14,Unfurnished,East,4717,0.75,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,3,Carpet Area,990,1089,New Property,Under Construction,1,13,Unfurnished,East,4168,0.71,23.02353855,72.47052697610516
shela,3,Carpet Area,954,1049,New Property,Under Construction,7,14,Unfurnished,East,4717,0.75,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,865,952,New Property,Under Construction,5,14,Unfurnished,East,4407,0.75,23.1010002,72.5408363
bopal/ghuma/shilaj/ambli,3,Carpet Area,1710,1881,New Property,Under Construction,-1,14,Unfurnished,East,4150,0.71,23.02353855,72.47052697610516
shela,3,Carpet Area,968,1065,New Property,Under Construction,5,14,Unfurnished,East,4100,0.72,23.01313705,72.45356756504998
zundal,3,Carpet Area,1015,1116,New Property,Under Construction,9,13,Unfurnished,East,3889,0.72,23.1309,72.5852
shela,3,Carpet Area,992,1091,New Property,Under Construction,2,14,Unfurnished,North - West,4229,0.74,23.01313705,72.45356756504998
motera,3,Carpet Area,990,1089,Resale,Other,7,13,Unfurnished,East,4000,0.72,23.0917717,72.59733447335586
gota/jagatpur/newranip/sola,3,Carpet Area,878,966,Resale,Ready to Move,3,12,Unfurnished,North,5102,0.7,23.1010002,72.5408363
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,965,1062,Resale,Ready to Move,6,11,Semi-Furnished,East,4983,0.74,23.0002435,72.5054049
bopal/ghuma/shilaj/ambli,3,Carpet Area,718,790,New Property,Under Construction,2,14,Unfurnished,East,4269,0.73,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,898,988,New Property,Ready to Move,9,14,Unfurnished,East,4600,0.71,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,810,891,Resale,Ready to Move,6,14,Unfurnished,East,4714,0.7,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,860,946,Resale,Ready to Move,11,13,Unfurnished,West,4581,0.71,23.02353855,72.47052697610516
chandkheda,3,Carpet Area,1134,1247,New Property,Under Construction,5,13,Unfurnished,East,3889,0.73,23.1100643,72.5811205
drive in rd/gurukul/naranpura,2,Carpet Area,819,901,Resale,Ready to Move,10,11,Unfurnished,East,6361,0.75,23.0448126,72.5436264
shela,3,Carpet Area,1038,1142,New Property,Under Construction,6,14,Unfurnished,East,4335,0.75,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,3,Carpet Area,830,913,Resale,Ready to Move,12,14,Furnished,East,5414,0.72,23.02353855,72.47052697610516
vaishnodevi circle,3,Carpet Area,721,793,Resale,Ready to Move,2,13,Unfurnished,North,5426,0.7,23.0428,72.5964
shela,3,Carpet Area,879,967,Resale,Ready to Move,5,14,Unfurnished,East,4778,0.7,23.01313705,72.45356756504998
shela,3,Carpet Area,815,897,Resale,Ready to Move,11,14,Semi-Furnished,East,5053,0.72,23.01313705,72.45356756504998
gandhinagar highway,3,Carpet Area,1372,1509,Resale,Ready to Move,3,12,Furnished,East,5466,0.75,23.0876721,72.6300562
gandhinagar highway,3,Carpet Area,721,793,Resale,Ready to Move,9,12,Unfurnished,East,5426,0.7,23.0876721,72.6300562
bopal/ghuma/shilaj/ambli,3,Carpet Area,1056,1162,Resale,Other,8,14,Unfurnished,East,4091,0.72,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Super Area,1745,1745,New Property,Ready to Move,9,10,Unfurnished,West,4298,0.75,23.02353855,72.47052697610516
zundal,3,Super Area,1665,1665,Resale,Ready to Move,6,12,Unfurnished,East,4384,0.73,23.1309,72.5852
bopal/ghuma/shilaj/ambli,3,Carpet Area,789,868,Resale,Ready to Move,3,14,Semi-Furnished,East,5226,0.74,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,2,Super Area,1550,1550,New Property,Under Construction,-2,10,Unfurnished,East,4516,0.7,23.02353855,72.47052697610516
shela,3,Carpet Area,855,941,Resale,Ready to Move,7,13,Semi-Furnished,East,4746,0.7,23.01313705,72.45356756504998
vaishnodevi circle,3,Carpet Area,825,908,New Property,Ready to Move,11,14,Unfurnished,North - East,5000,0.75,23.0428,72.5964
thaltej,2,Carpet Area,760,836,Resale,Ready to Move,4,7,Furnished,East,6356,0.75,23.0485393,72.511742
gandhinagar highway,3,Carpet Area,1017,1119,New Property,Ready to Move,1,14,Unfurnished,East,4103,0.72,23.0876721,72.6300562
paldi/derasar-rd/ambawadi,3,Carpet Area,1215,1336,Resale,Ready to Move,1,4,Furnished,East,5556,0.75,23.0145531,72.5635432
gota/jagatpur/newranip/sola,2,Carpet Area,643,707,Resale,Ready to Move,3,7,Furnished,East,6410,0.75,23.1010002,72.5408363
science city,2,Carpet Area,850,935,Resale,Ready to Move,1,5,Furnished,East,6173,0.75,23.077854,72.49479798780331
gandhinagar highway,3,Carpet Area,1500,1650,Resale,Ready to Move,11,12,Furnished,East,3788,0.75,23.0876721,72.6300562
bopal/ghuma/shilaj/ambli,3,Carpet Area,1250,1375,Resale,Ready to Move,3,5,Unfurnished,East,5079,0.8,23.02353855,72.47052697610516
paldi/derasar-rd/ambawadi,3,Carpet Area,1200,1320,Resale,Ready to Move,9,10,Semi-Furnished,East,3889,0.7,23.0145531,72.5635432
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,950,1045,Resale,Ready to Move,5,11,Semi-Furnished,East,5051,0.75,23.0002435,72.5054049
bopal/ghuma/shilaj/ambli,3,Carpet Area,795,875,Resale,Ready to Move,11,13,Furnished,East,5190,0.75,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,980,1078,New Property,Under Construction,10,22,Unfurnished,East,4120,0.74,23.02353855,72.47052697610516
shela,3,Carpet Area,810,891,Resale,Ready to Move,4,14,Unfurnished,East,4881,0.72,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,3,Super Area,1455,1455,Resale,Ready to Move,1,14,Unfurnished,East,5155,0.75,23.02353855,72.47052697610516
shela,3,Carpet Area,968,1065,New Property,Under Construction,2,14,Unfurnished,East,4200,0.73,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,3,Carpet Area,1008,1109,New Property,Ready to Move,7,12,Semi-Furnished,East,4645,0.72,23.1010002,72.5408363
thaltej,2,Super Area,1170,1170,Resale,Ready to Move,5,6,Unfurnished,North - East,6410,0.75,23.0485393,72.511742
gota/jagatpur/newranip/sola,3,Carpet Area,1500,1650,New Property,Ready to Move,3,13,Unfurnished,East,3791,0.72,23.1010002,72.5408363
bopal/ghuma/shilaj/ambli,3,Super Area,1895,1895,New Property,Under Construction,9,22,Unfurnished,East,3800,0.72,23.02353855,72.47052697610516
zundal,3,Carpet Area,1107,1218,New Property,Under Construction,-1,14,Unfurnished,East,3976,0.73,23.1309,72.5852
bopal/ghuma/shilaj/ambli,3,Carpet Area,962,1058,New Property,Under Construction,10,14,Unfurnished,East,4200,0.73,23.02353855,72.47052697610516
shela,3,Carpet Area,993,1092,New Property,Ready to Move,7,14,Semi-Furnished,East,4350,0.72,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,3,Super Area,1450,1450,Resale,Ready to Move,4,14,Semi-Furnished,East,4828,0.7,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,783,861,Resale,Ready to Move,8,13,Furnished,East,5333,0.72,23.02353855,72.47052697610516
paldi/derasar-rd/ambawadi,2,Super Area,1116,1116,Resale,Ready to Move,3,12,Furnished,East,6720,0.75,23.0145531,72.5635432
shela,3,Super Area,1475,1475,Resale,Ready to Move,3,14,Unfurnished,East,5017,0.74,23.01313705,72.45356756504998
shela,3,Super Area,1475,1475,Resale,Ready to Move,5,14,Semi-Furnished,East,4847,0.71,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,3,Carpet Area,1530,1683,Resale,Ready to Move,7,12,Semi-Furnished,North - East,4771,0.73,23.02353855,72.47052697610516
vaishnodevi circle,2,Carpet Area,845,930,Resale,Ready to Move,3,10,Furnished,East,5385,0.7,23.0428,72.5964
chharodi/tragad,3,Carpet Area,1485,1634,Resale,Ready to Move,9,11,Semi-Furnished,North,4714,0.7,23.12295955,72.54044594045365
chharodi/tragad,3,Super Area,1890,1890,Resale,Ready to Move,5,11,Unfurnished,East,3968,0.75,23.12295955,72.54044594045365
bopal/ghuma/shilaj/ambli,3,Carpet Area,815,897,Resale,Ready to Move,11,14,Unfurnished,East,5000,0.72,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Super Area,1755,1755,Resale,Ready to Move,5,6,Unfurnished,West,4274,0.75,23.02353855,72.47052697610516
navrangpura/memnagar/ellisbridge,3,Carpet Area,1300,1430,Resale,Ready to Move,7,8,Furnished,North,3571,0.75,23.0359998,72.5643429
chankyapuri/ognaj/ghatlodiya,2,Carpet Area,825,908,Resale,Ready to Move,1,5,Semi-Furnished,West,5937,0.7,23.0289,72.5576
chandkheda,3,Carpet Area,1082,1190,Resale,Ready to Move,1,5,Furnished,North - East,4204,0.7,23.1100643,72.5811205
shela,3,Carpet Area,882,970,Resale,Ready to Move,9,13,Unfurnished,East,4762,0.7,23.01313705,72.45356756504998
shela,3,Carpet Area,927,1020,New Property,Under Construction,6,14,Unfurnished,East,4310,0.71,23.01313705,72.45356756504998
shela,3,Carpet Area,882,970,Resale,Ready to Move,6,14,Unfurnished,East,4898,0.72,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,2,Super Area,1260,1260,Resale,Ready to Move,3,10,Furnished,South -West,5556,0.7,23.02353855,72.47052697610516
shela,3,Carpet Area,968,1065,New Property,Ready to Move,5,14,Unfurnished,East,4286,0.75,23.01313705,72.45356756504998
navrangpura/memnagar/ellisbridge,3,Super Area,1100,1100,Resale,Ready to Move,2,5,Furnished,East,6545,0.72,23.0359998,72.5643429
bopal/ghuma/shilaj/ambli,3,Carpet Area,1395,1535,Resale,Ready to Move,4,11,Unfurnished,East,4655,0.75,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,800,880,Resale,Ready to Move,-2,12,Semi-Furnished,East,4861,0.7,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,2,Super Area,1170,1170,Resale,Ready to Move,2,10,Furnished,North - East,5983,0.7,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,3,Super Area,1450,1450,Resale,Ready to Move,8,12,Unfurnished,East,4966,0.72,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,2,Carpet Area,750,825,Resale,Ready to Move,2,12,Furnished,East,5018,0.7,23.1010002,72.5408363
bopal/ghuma/shilaj/ambli,3,Super Area,1435,1435,Resale,Ready to Move,8,14,Unfurnished,East,5192,0.74,23.02353855,72.47052697610516
shela,3,Carpet Area,970,1067,New Property,Under Construction,9,14,Unfurnished,East,4348,0.75,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,3,Carpet Area,1014,1115,Resale,Ready to Move,5,7,Furnished,East,4808,0.75,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,793,872,Resale,Ready to Move,3,7,Furnished,East,5669,0.75,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,800,880,Resale,Ready to Move,1,7,Semi-Furnished,North - East,5172,0.75,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,2,Carpet Area,719,791,Resale,Ready to Move,11,14,Furnished,East,5364,0.7,23.1010002,72.5408363
zundal,3,Carpet Area,900,990,Resale,Ready to Move,2,7,Unfurnished,West,4645,0.72,23.1309,72.5852
bopal/ghuma/shilaj/ambli,3,Carpet Area,890,979,Resale,Ready to Move,8,12,Unfurnished,East,4966,0.72,23.02353855,72.47052697610516
vaishnodevi circle,3,Carpet Area,963,1059,Resale,Ready to Move,1,7,Unfurnished,East,4222,0.7,23.0428,72.5964
shela,3,Carpet Area,825,908,Resale,Ready to Move,12,14,Semi-Furnished,East,4966,0.72,23.01313705,72.45356756504998
shela,3,Carpet Area,862,948,Resale,Ready to Move,5,14,Semi-Furnished,East,4875,0.7,23.01313705,72.45356756504998
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Carpet Area,840,924,Resale,Ready to Move,12,14,Unfurnished,East,5357,0.75,23.0002435,72.5054049
shela,3,Carpet Area,836,920,Resale,Ready to Move,5,12,Unfurnished,East,4605,0.7,23.01313705,72.45356756504998
gota/jagatpur/newranip/sola,2,Carpet Area,810,891,Resale,Ready to Move,12,13,Unfurnished,East,4954,0.7,23.1010002,72.5408363
bopal/ghuma/shilaj/ambli,2,Carpet Area,950,1045,Resale,Ready to Move,10,12,Furnished,North,4880,0.71,23.02353855,72.47052697610516
makarba/sarkhej,3,Super Area,1557,1557,Resale,Ready to Move,2,12,Unfurnished,North,4560,0.71,22.996342,72.5043085
zundal,3,Carpet Area,1305,1436,New Property,Under Construction,9,14,Unfurnished,East,3704,0.7,23.1309,72.5852
shela,3,Carpet Area,850,935,Resale,Ready to Move,6,14,Unfurnished,East,4727,0.7,23.01313705,72.45356756504998
vaishnodevi circle,3,Carpet Area,950,1045,Resale,Ready to Move,2,10,Semi-Furnished,North - East,4707,0.74,23.0428,72.5964
bodakdev/satellite/sindhubhavan marg,2,Carpet Area,1080,1188,Resale,Ready to Move,4,10,Unfurnished,South - East,6250,0.75,23.0445921,72.517344
bopal/ghuma/shilaj/ambli,3,Carpet Area,1080,1188,New Property,Under Construction,5,10,Unfurnished,East,4000,0.72,23.02353855,72.47052697610516
bodakdev/satellite/sindhubhavan marg,2,Super Area,1080,1080,Resale,Ready to Move,6,10,Furnished,East,6667,0.72,23.0445921,72.517344
chandkheda,2,Super Area,1080,1080,Resale,Ready to Move,8,10,Furnished,East,6574,0.71,23.1100643,72.5811205
zundal,3,Carpet Area,1116,1228,Resale,Other,5,14,Unfurnished,East,3976,0.73,23.1309,72.5852
shela,3,Carpet Area,1000,1100,New Property,Under Construction,5,21,Unfurnished,East,4000,0.7,23.01313705,72.45356756504998
bopal/ghuma/shilaj/ambli,3,Carpet Area,1000,1100,Resale,Ready to Move,3,6,Unfurnished,West,4000,0.7,23.02353855,72.47052697610516
chandkheda,3,Carpet Area,1134,1247,Resale,Ready to Move,3,5,Semi-Furnished,East,4506,0.73,23.1100643,72.5811205
bopal/ghuma/shilaj/ambli,3,Carpet Area,1055,1160,Resale,Ready to Move,8,10,Unfurnished,East,4299,0.73,23.02353855,72.47052697610516
chandkheda,3,Carpet Area,1152,1267,Resale,Ready to Move,4,5,Furnished,East,4386,0.75,23.1100643,72.5811205
bopal/ghuma/shilaj/ambli,3,Super Area,1435,1435,Resale,Ready to Move,7,14,Semi-Furnished,East,5017,0.72,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Super Area,1440,1440,Resale,Ready to Move,10,14,Semi-Furnished,East,4861,0.7,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Super Area,1440,1440,Resale,Ready to Move,4,13,Semi-Furnished,North,5069,0.73,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Carpet Area,1043,1147,Resale,Ready to Move,5,12,Semi-Furnished,North - East,4966,0.74,23.02353855,72.47052697610516
chandkheda,3,Carpet Area,996,1096,Resale,Ready to Move,7,8,Unfurnished,East,4237,0.7,23.1100643,72.5811205
bopal/ghuma/shilaj/ambli,3,Carpet Area,816,898,New Property,Ready to Move,7,14,Semi-Furnished,East,5052,0.73,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,3,Super Area,1745,1745,New Property,Ready to Move,6,13,Unfurnished,East,4585,0.8,23.02353855,72.47052697610516
paldi/derasar-rd/ambawadi,2,Carpet Area,882,970,Resale,Ready to Move,2,7,Unfurnished,North - East,5747,0.75,23.0145531,72.5635432
bodakdev/satellite/sindhubhavan marg,2,Carpet Area,790,869,Resale,Ready to Move,5,10,Unfurnished,East,6222,0.7,23.0445921,72.517344
drive in rd/gurukul/naranpura,3,Carpet Area,800,880,Resale,Ready to Move,3,10,Furnished,North - East,5794,0.73,23.0448126,72.5436264
chharodi/tragad,3,Carpet Area,1045,1150,New Property,Under Construction,6,13,Unfurnished,East,3686,0.7,23.12295955,72.54044594045365
khodiyar,3,Carpet Area,1548,1703,New Property,Under Construction,2,13,Unfurnished,East,4789,0.75,23.1559206,72.5483
bopal/ghuma/shilaj/ambli,3,Super Area,1490,1490,Resale,Ready to Move,6,12,Semi-Furnished,East,5034,0.75,23.02353855,72.47052697610516
paldi/derasar-rd/ambawadi,2,Carpet Area,761,837,Resale,Ready to Move,1,5,Semi-Furnished,South - East,5983,0.7,23.0145531,72.5635432
vaishnodevi circle,2,Carpet Area,721,793,Resale,Ready to Move,10,12,Unfurnished,East,5543,0.71,23.0428,72.5964
bopal/ghuma/shilaj/ambli,3,Carpet Area,985,1084,Resale,Ready to Move,4,12,Unfurnished,East,4698,0.7,23.02353855,72.47052697610516
motera,3,Carpet Area,925,1018,New Property,Ready to Move,5,10,Unfurnished,East,4209,0.71,23.0917717,72.59733447335586
paldi/derasar-rd/ambawadi,2,Carpet Area,850,935,Resale,Ready to Move,3,5,Semi-Furnished,East,7062,0.75,23.0145531,72.5635432
navrangpura/memnagar/ellisbridge,2,Carpet Area,775,853,Resale,Ready to Move,8,9,Unfurnished,West,5235,0.73,23.0359998,72.5643429
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Super Area,1080,1080,Resale,Ready to Move,8,12,Furnished,East,6667,0.72,23.0002435,72.5054049
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Super Area,1260,1260,Resale,Ready to Move,9,12,Unfurnished,East,5556,0.7,23.0002435,72.5054049
bopal/ghuma/shilaj/ambli,3,Carpet Area,818,900,Resale,Ready to Move,9,13,Semi-Furnished,East,5226,0.75,23.02353855,72.47052697610516
bopal/ghuma/shilaj/ambli,2,Carpet Area,1270,1397,Resale,Ready to Move,5,12,Furnished,East,5512,0.7,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,2,Carpet Area,900,990,Resale,Ready to Move,2,12,Furnished,East,5018,0.7,23.1010002,72.5408363
prahlad nagar/jivraj park/vejalpur/jodhpur,3,Carpet Area,870,957,Resale,Ready to Move,5,11,Semi-Furnished,North - East,5051,0.75,23.0002435,72.5054049
bopal/ghuma/shilaj/ambli,3,Carpet Area,1058,1164,Resale,Ready to Move,1,12,Semi-Furnished,East,5024,0.72,23.02353855,72.47052697610516
shela,3,Carpet Area,968,1065,New Property,Under Construction,10,21,Unfurnished,East,4148,0.73,23.01313705,72.45356756504998
prahlad nagar/jivraj park/vejalpur/jodhpur,2,Super Area,1233,1233,Resale,Ready to Move,2,5,Furnished,East,5677,0.7,23.0002435,72.5054049
shela,3,Carpet Area,900,990,New Property,Under Construction,1,14,Unfurnished,East,4636,0.7,23.01313705,72.45356756504998
chandkheda,3,Super Area,1485,1485,Resale,Ready to Move,4,7,Semi-Furnished,North - East,4714,0.7,23.1100643,72.5811205
naroda/hansol,3,Super Area,1872,1872,Resale,Ready to Move,4,7,Furnished,East,3739,0.7,23.0854097,72.6580946
bopal/ghuma/shilaj/ambli,3,Carpet Area,1485,1634,Resale,Ready to Move,8,12,Semi-Furnished,North - East,8696,0.8,23.02353855,72.47052697610516
gota/jagatpur/newranip/sola,3,Carpet Area,704,774,New Property,Under Construction,5,14,Unfurnished,East,5185,0.7,23.1010002,72.5408363
bopal/ghuma/shilaj/ambli,3,Super Area,1431,1431,Resale,Ready to Move,3,14,Semi-Furnished,East,5031,0.72,23.02353855,72.47052697610516
chandkheda,3,Super Area,1710,1710,New Property,Ready to Move,4,7,Unfurnished,North,4386,0.75,23.1100643,72.5811205
chandkheda,3,Super Area,1548,1548,Resale,Ready to Move,12,14,Semi-Furnished,East,4845,0.75,23.1100643,72.5811205
naroda/hansol,3,Carpet Area,1500,1650,New Property,Ready to Move,2,5,Semi-Furnished,East,4667,0.7,23.0854097,72.6580946
bopal/ghuma/shilaj/ambli,2,Carpet Area,850,935,Resale,Ready to Move,2,4,Furnished,East,5983,0.7,23.02353855,72.47052697610516
chharodi/tragad,3,Super Area,1512,1512,Resale,Ready to Move,2,11,Semi-Furnished,North,4630,0.7,23.12295955,72.54044594045365
bodakdev/satellite/sindhubhavan marg,3,Carpet Area,1165,1282,New Property,Ready to Move,2,5,Furnished,East,5119,0.75,23.0445921,72.517344
vastral/sardar patel ring rd/odhav,3,Carpet Area,1080,1188,Resale,Ready to Move,7,13,Semi-Furnished,East,4545,0.72,22.9948656,72.6624431
vaishnodevi circle,2,Carpet Area,1350,1485,Resale,Ready to Move,3,12,Furnished,East,5333,0.72,23.0428,72.5964
